#,#,2,3,5,7
257,257,-2,1.585,-4.644,5.6162
258,258,-1,1.585,0,0
259,259,0,1.585,4.644,-5.6162
260,260,1,-3.17,0,2.8081
261,261,2,-3.17,4.644,-2.8081
262,262,-2,3.17,2.322,-2.8081
263,263,-1,-1.585,-2.322,5.6162
264,264,0,-1.585,2.322,0
265,265,1,1.585,-4.644,2.8081
266,266,2,1.585,0,-2.8081
267,267,-2,0,0,2.8081
268,268,-1,0,4.644,-2.8081
269,269,0,3.17,-2.322,0
270,270,1,3.17,2.322,-5.6162
271,271,2,-1.585,-2.322,2.8081
272,272,-1,-3.17,2.322,2.8081
273,273,0,0,-4.644,5.6162
274,274,1,0,0,0
275,275,2,0,4.644,-5.6162
276,276,-2,-1.585,4.644,0
277,277,-1,1.585,-2.322,2.8081
278,278,0,1.585,2.322,-2.8081
279,279,1,-3.17,-2.322,5.6162
280,280,2,-3.17,2.322,0
281,281,-2,3.17,0,0
282,282,-1,3.17,4.644,-5.6162
283,283,0,-1.585,0,2.8081
284,284,1,-1.585,4.644,-2.8081
285,285,2,1.585,-2.322,0
286,286,-2,0,-2.322,5.6162
287,287,-1,0,2.322,0
288,288,0,3.17,-4.644,2.8081
289,289,1,3.17,0,-2.8081
290,290,2,-1.585,-4.644,5.6162
291,291,-2,1.585,4.644,-2.8081
292,292,-1,-3.17,0,5.6162
293,293,0,-3.17,4.644,0
294,294,1,0,-2.322,2.8081
295,295,2,0,2.322,-2.8081
296,296,-2,-1.585,2.322,2.8081
297,297,-1,1.585,-4.644,5.6162
298,298,0,1.585,0,0
299,299,1,1.585,4.644,-5.6162
300,300,2,-3.17,0,2.8081
301,301,-2,3.17,-2.322,2.8081
302,302,-1,3.17,2.322,-2.8081
303,303,0,-1.585,-2.322,5.6162
304,304,1,-1.585,2.322,0
305,305,2,1.585,-4.644,2.8081
306,306,-1,0,0,2.8081
307,307,0,0,4.644,-2.8081
308,308,1,3.17,-2.322,0
309,309,2,3.17,2.322,-5.6162
310,310,-2,1.585,2.322,0
311,311,0,-3.17,2.322,2.8081
312,312,1,0,-4.644,5.6162
313,313,2,0,0,0
314,314,-2,-1.585,0,5.6162
315,315,-1,-1.585,4.644,0
316,316,0,1.585,-2.322,2.8081
317,317,1,1.585,2.322,-2.8081
318,318,2,-3.17,-2.322,5.6162
319,319,-2,3.17,-4.644,5.6162
320,320,-1,3.17,0,0
321,321,0,3.17,4.644,-5.6162
322,322,1,-1.585,0,2.8081
323,323,2,-1.585,4.644,-2.8081
324,324,-2,-3.17,4.644,2.8081
325,325,-1,0,-2.322,5.6162
326,326,0,0,2.322,0
327,327,1,3.17,-4.644,2.8081
328,328,2,3.17,0,-2.8081
329,329,-2,1.585,0,2.8081
330,330,-1,1.585,4.644,-2.8081
331,331,0,-3.17,0,5.6162
332,332,1,-3.17,4.644,0
333,333,2,0,-2.322,2.8081
334,334,-1,-1.585,2.322,2.8081
335,335,0,1.585,-4.644,5.6162
336,336,1,1.585,0,0
337,337,2,1.585,4.644,-5.6162
338,338,-2,0,4.644,0
339,339,-1,3.17,-2.322,2.8081
340,340,0,3.17,2.322,-2.8081
341,341,1,-1.585,-2.322,5.6162
342,342,2,-1.585,2.322,0
343,343,-2,-3.17,2.322,5.6162
344,344,0,0,0,2.8081
345,345,1,0,4.644,-2.8081
346,346,2,3.17,-2.322,0
347,347,-2,1.585,-2.322,5.6162
348,348,-1,1.585,2.322,0
349,349,1,-3.17,2.322,2.8081
350,350,2,0,-4.644,5.6162
351,351,-2,3.17,4.644,-2.8081
352,352,-1,-1.585,0,5.6162
353,353,0,-1.585,4.644,0
354,354,1,1.585,-2.322,2.8081
355,355,2,1.585,2.322,-2.8081
356,356,-2,0,2.322,2.8081
357,357,-1,3.17,-4.644,5.6162
358,358,0,3.17,0,0
359,359,1,3.17,4.644,-5.6162
360,360,2,-1.585,0,2.8081
361,361,-1,-3.17,4.644,2.8081
362,362,0,0,-2.322,5.6162
363,363,1,0,2.322,0
