###,p,4,6,1,3,5,7,2,#4,6,#1,3,#5,b7,b9,11,b13,1,b3,5,b7
94,94,0.192,0.455,0.777,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72
95,95,0.192,0.455,0.777,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72
96,96,0.455,0.777,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042
97,97,0.455,0.777,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042
98,98,0.777,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305
99,99,0.777,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305
100,100,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627
101,101,0.04,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627
102,102,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89
103,103,0.362,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89
104,104,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212
105,105,0.625,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212
106,106,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475
107,107,0.947,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475
108,108,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797
109,109,0.21,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797
110,110,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06
111,111,0.532,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06
112,112,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382
113,113,0.795,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382
114,114,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645
115,115,0.117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645
116,116,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967
117,117,0.38,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967
118,118,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23
119,119,0.702,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23
120,120,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552
121,121,0.965,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552
122,122,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815
123,123,0.287,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815
124,124,0.55,0.872,0.135,0.457,0.72,0.042,0.305,0.627,0.89,0.212,0.475,0.797,0.06,0.382,0.645,0.967,0.23,0.552,0.815,0.137
