##,###,1,2,3,4,5,6,7,1,2,3,4,5,6,7,1,2
110,110,0.701999999999999,0.871999999999999,0.964999999999999,1.117,1.287,1.38,1.55,1.702,1.872,1.965,2.117,2.287,2.38,2.55,2.702,2.872
111,111,0.701999999999999,0.871999999999999,0.964999999999999,1.117,1.287,1.38,1.55,1.702,1.872,1.965,2.117,2.287,2.38,2.55,2.702,2.872
112,112,0.964999999999999,1.135,1.287,1.38,1.55,1.702,1.872,1.965,2.135,2.287,2.38,2.55,2.702,2.872,2.965,3.135
113,113,0.964999999999999,1.135,1.287,1.38,1.55,1.702,1.872,1.965,2.135,2.287,2.38,2.55,2.702,2.872,2.965,3.135
114,114,0.286999999999999,0.456999999999999,0.549999999999999,0.701999999999999,0.871999999999999,0.964999999999999,1.135,1.287,1.457,1.55,1.702,1.872,1.965,2.135,2.287,2.457
115,115,0.286999999999999,0.456999999999999,0.549999999999999,0.701999999999999,0.871999999999999,0.964999999999999,1.135,1.287,1.457,1.55,1.702,1.872,1.965,2.135,2.287,2.457
116,116,0.549999999999999,0.719999999999999,0.871999999999999,0.964999999999999,1.135,1.287,1.457,1.55,1.72,1.872,1.965,2.135,2.287,2.457,2.55,2.72
117,117,0.549999999999999,0.719999999999999,0.871999999999999,0.964999999999999,1.135,1.287,1.457,1.55,1.72,1.872,1.965,2.135,2.287,2.457,2.55,2.72
118,118,0.871999999999999,1.042,1.135,1.287,1.457,1.55,1.72,1.872,2.042,2.135,2.287,2.457,2.55,2.72,2.872,3.042
119,119,0.871999999999999,1.042,1.135,1.287,1.457,1.55,1.72,1.872,2.042,2.135,2.287,2.457,2.55,2.72,2.872,3.042
120,120,0.134999999999999,0.304999999999999,0.456999999999999,0.549999999999999,0.719999999999999,0.871999999999999,1.042,1.135,1.305,1.457,1.55,1.72,1.872,2.042,2.135,2.305
121,121,0.134999999999999,0.304999999999999,0.456999999999999,0.549999999999999,0.719999999999999,0.871999999999999,1.042,1.135,1.305,1.457,1.55,1.72,1.872,2.042,2.135,2.305
122,122,0.456999999999999,0.626999999999999,0.719999999999999,0.871999999999999,1.042,1.135,1.305,1.457,1.627,1.72,1.872,2.042,2.135,2.305,2.457,2.627
123,123,0.456999999999999,0.626999999999999,0.719999999999999,0.871999999999999,1.042,1.135,1.305,1.457,1.627,1.72,1.872,2.042,2.135,2.305,2.457,2.627
124,124,0.719999999999999,0.889999999999999,1.042,1.135,1.305,1.457,1.627,1.72,1.89,2.042,2.135,2.305,2.457,2.627,2.72,2.89
125,125,0.719999999999999,0.889999999999999,1.042,1.135,1.305,1.457,1.627,1.72,1.89,2.042,2.135,2.305,2.457,2.627,2.72,2.89
126,126,0.041999999999999,0.211999999999999,0.304999999999999,0.456999999999999,0.626999999999999,0.719999999999999,0.889999999999999,1.042,1.212,1.305,1.457,1.627,1.72,1.89,2.042,2.212
127,127,0.041999999999999,0.211999999999999,0.304999999999999,0.456999999999999,0.626999999999999,0.719999999999999,0.889999999999999,1.042,1.212,1.305,1.457,1.627,1.72,1.89,2.042,2.212
128,128,0.304999999999999,0.474999999999999,0.626999999999999,0.719999999999999,0.889999999999999,1.042,1.212,1.305,1.475,1.627,1.72,1.89,2.042,2.212,2.305,2.475
129,129,0.304999999999999,0.474999999999999,0.626999999999999,0.719999999999999,0.889999999999999,1.042,1.212,1.305,1.475,1.627,1.72,1.89,2.042,2.212,2.305,2.475
130,130,0.626999999999999,0.796999999999999,0.889999999999999,1.042,1.212,1.305,1.475,1.627,1.797,1.89,2.042,2.212,2.305,2.475,2.627,2.797
131,131,0.626999999999999,0.796999999999999,0.889999999999999,1.042,1.212,1.305,1.475,1.627,1.797,1.89,2.042,2.212,2.305,2.475,2.627,2.797
132,132,0.889999999999999,1.06,1.212,1.305,1.475,1.627,1.797,1.89,2.06,2.212,2.305,2.475,2.627,2.797,2.89,3.06
133,133,0.889999999999999,1.06,1.212,1.305,1.475,1.627,1.797,1.89,2.06,2.212,2.305,2.475,2.627,2.797,2.89,3.06
134,134,0.211999999999999,0.381999999999999,0.474999999999999,0.626999999999999,0.796999999999999,0.889999999999999,1.06,1.212,1.382,1.475,1.627,1.797,1.89,2.06,2.212,2.382
135,135,0.211999999999999,0.381999999999999,0.474999999999999,0.626999999999999,0.796999999999999,0.889999999999999,1.06,1.212,1.382,1.475,1.627,1.797,1.89,2.06,2.212,2.382
136,136,0.474999999999999,0.644999999999999,0.796999999999999,0.889999999999999,1.06,1.212,1.382,1.475,1.645,1.797,1.89,2.06,2.212,2.382,2.475,2.645
137,137,0.474999999999999,0.644999999999999,0.796999999999999,0.889999999999999,1.06,1.212,1.382,1.475,1.645,1.797,1.89,2.06,2.212,2.382,2.475,2.645
138,138,0.796999999999999,0.966999999999999,1.06,1.212,1.382,1.475,1.645,1.797,1.967,2.06,2.212,2.382,2.475,2.645,2.797,2.967
139,139,0.796999999999999,0.966999999999999,1.06,1.212,1.382,1.475,1.645,1.797,1.967,2.06,2.212,2.382,2.475,2.645,2.797,2.967
140,140,0.059999999999999,0.229999999999999,0.381999999999999,0.474999999999999,0.644999999999999,0.796999999999999,0.966999999999999,1.06,1.23,1.382,1.475,1.645,1.797,1.967,2.06,2.23
141,141,0.059999999999999,0.229999999999999,0.381999999999999,0.474999999999999,0.644999999999999,0.796999999999999,0.966999999999999,1.06,1.23,1.382,1.475,1.645,1.797,1.967,2.06,2.23
142,142,0.381999999999999,0.551999999999999,0.644999999999999,0.796999999999999,0.966999999999999,1.06,1.23,1.382,1.552,1.645,1.797,1.967,2.06,2.23,2.382,2.552
143,143,0.381999999999999,0.551999999999999,0.644999999999999,0.796999999999999,0.966999999999999,1.06,1.23,1.382,1.552,1.645,1.797,1.967,2.06,2.23,2.382,2.552
144,144,0.644999999999999,0.814999999999999,0.966999999999999,1.06,1.23,1.382,1.552,1.645,1.815,1.967,2.06,2.23,2.382,2.552,2.645,2.815
145,145,0.644999999999999,0.814999999999999,0.966999999999999,1.06,1.23,1.382,1.552,1.645,1.815,1.967,2.06,2.23,2.382,2.552,2.645,2.815
146,146,0.966999999999999,1.137,1.23,1.382,1.552,1.645,1.815,1.967,2.137,2.23,2.382,2.552,2.645,2.815,2.967,3.137
147,147,0.966999999999999,1.137,1.23,1.382,1.552,1.645,1.815,1.967,2.137,2.23,2.382,2.552,2.645,2.815,2.967,3.137
148,148,0.229999999999999,0.399999999999999,0.551999999999999,0.644999999999999,0.814999999999999,0.966999999999999,1.137,1.23,1.4,1.552,1.645,1.815,1.967,2.137,2.23,2.4
149,149,0.229999999999999,0.399999999999999,0.551999999999999,0.644999999999999,0.814999999999999,0.966999999999999,1.137,1.23,1.4,1.552,1.645,1.815,1.967,2.137,2.23,2.4
150,150,0.551999999999999,0.721999999999999,0.814999999999999,0.966999999999999,1.137,1.23,1.4,1.552,1.722,1.815,1.967,2.137,2.23,2.4,2.552,2.722
151,151,0.551999999999999,0.721999999999999,0.814999999999999,0.966999999999999,1.137,1.23,1.4,1.552,1.722,1.815,1.967,2.137,2.23,2.4,2.552,2.722
152,152,0.814999999999999,0.984999999999999,1.137,1.23,1.4,1.552,1.722,1.815,1.985,2.137,2.23,2.4,2.552,2.722,2.815,2.985
153,153,0.814999999999999,0.984999999999999,1.137,1.23,1.4,1.552,1.722,1.815,1.985,2.137,2.23,2.4,2.552,2.722,2.815,2.985
154,154,0.136999999999999,0.306999999999999,0.399999999999999,0.551999999999999,0.721999999999999,0.814999999999999,0.984999999999999,1.137,1.307,1.4,1.552,1.722,1.815,1.985,2.137,2.307
155,155,0.136999999999999,0.306999999999999,0.399999999999999,0.551999999999999,0.721999999999999,0.814999999999999,0.984999999999999,1.137,1.307,1.4,1.552,1.722,1.815,1.985,2.137,2.307
156,156,0.399999999999999,0.569999999999999,0.721999999999999,0.814999999999999,0.984999999999999,1.137,1.307,1.4,1.57,1.722,1.815,1.985,2.137,2.307,2.4,2.57
157,157,0.399999999999999,0.569999999999999,0.721999999999999,0.814999999999999,0.984999999999999,1.137,1.307,1.4,1.57,1.722,1.815,1.985,2.137,2.307,2.4,2.57
158,158,0.721999999999999,0.891999999999999,0.984999999999999,1.137,1.307,1.4,1.57,1.722,1.892,1.985,2.137,2.307,2.4,2.57,2.722,2.892
159,159,0.721999999999999,0.891999999999999,0.984999999999999,1.137,1.307,1.4,1.57,1.722,1.892,1.985,2.137,2.307,2.4,2.57,2.722,2.892
160,160,0.984999999999999,1.155,1.307,1.4,1.57,1.722,1.892,1.985,2.155,2.307,2.4,2.57,2.722,2.892,2.985,3.155
161,161,0.984999999999999,1.155,1.307,1.4,1.57,1.722,1.892,1.985,2.155,2.307,2.4,2.57,2.722,2.892,2.985,3.155
162,162,0.306999999999999,0.476999999999998,0.569999999999999,0.721999999999999,0.891999999999999,0.984999999999999,1.155,1.307,1.477,1.57,1.722,1.892,1.985,2.155,2.307,2.477
163,163,0.306999999999999,0.476999999999998,0.569999999999999,0.721999999999999,0.891999999999999,0.984999999999999,1.155,1.307,1.477,1.57,1.722,1.892,1.985,2.155,2.307,2.477
164,164,0.569999999999999,0.739999999999998,0.891999999999999,0.984999999999999,1.155,1.307,1.477,1.57,1.74,1.892,1.985,2.155,2.307,2.477,2.57,2.74
165,165,0.569999999999999,0.739999999999998,0.891999999999999,0.984999999999999,1.155,1.307,1.477,1.57,1.74,1.892,1.985,2.155,2.307,2.477,2.57,2.74
166,166,0.891999999999999,1.062,1.155,1.307,1.477,1.57,1.74,1.892,2.062,2.155,2.307,2.477,2.57,2.74,2.892,3.062
167,167,0.891999999999999,1.062,1.155,1.307,1.477,1.57,1.74,1.892,2.062,2.155,2.307,2.477,2.57,2.74,2.892,3.062
168,168,0.154999999999998,0.324999999999998,0.476999999999998,0.569999999999999,0.739999999999998,0.891999999999999,1.062,1.155,1.325,1.477,1.57,1.74,1.892,2.062,2.155,2.325
169,169,0.154999999999998,0.324999999999998,0.476999999999998,0.569999999999999,0.739999999999998,0.891999999999999,1.062,1.155,1.325,1.477,1.57,1.74,1.892,2.062,2.155,2.325
170,170,0.476999999999998,0.646999999999998,0.739999999999998,0.891999999999999,1.062,1.155,1.325,1.477,1.647,1.74,1.892,2.062,2.155,2.325,2.477,2.647
171,171,0.476999999999998,0.646999999999998,0.739999999999998,0.891999999999999,1.062,1.155,1.325,1.477,1.647,1.74,1.892,2.062,2.155,2.325,2.477,2.647
172,172,0.739999999999998,0.909999999999998,1.062,1.155,1.325,1.477,1.647,1.74,1.91,2.062,2.155,2.325,2.477,2.647,2.74,2.91
173,173,0.739999999999998,0.909999999999998,1.062,1.155,1.325,1.477,1.647,1.74,1.91,2.062,2.155,2.325,2.477,2.647,2.74,2.91
174,174,0.061999999999999,0.231999999999998,0.324999999999998,0.476999999999998,0.646999999999998,0.739999999999998,0.909999999999998,1.062,1.232,1.325,1.477,1.647,1.74,1.91,2.062,2.232
