##,###,b5,~7,b2,~4,b6,~1,b3,~5,b7,~2,4,~6,1,~3,5,~7,2,~4,6,~1
32,32,0.669999999999996,0.991999999999996,0.254999999999996,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996
33,33,0.669999999999996,0.991999999999996,0.254999999999996,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996
34,34,0.991999999999996,0.254999999999996,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996
35,35,0.991999999999996,0.254999999999996,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996
36,36,0.254999999999996,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996
37,37,0.254999999999996,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996
38,38,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996
39,39,0.576999999999996,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996
40,40,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996
41,41,0.839999999999996,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996
42,42,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996,0.689999999999996
43,43,0.161999999999996,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996,0.689999999999996
44,44,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996,0.689999999999996,0.011999999999996
45,45,0.424999999999996,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996,0.689999999999996,0.011999999999996
46,46,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996,0.689999999999996,0.011999999999996,0.274999999999996
47,47,0.746999999999996,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996,0.689999999999996,0.011999999999996,0.274999999999996
48,48,0.009999999999996,0.331999999999996,0.594999999999996,0.916999999999996,0.179999999999996,0.501999999999996,0.764999999999996,0.086999999999996,0.349999999999996,0.671999999999996,0.934999999999996,0.256999999999996,0.519999999999996,0.841999999999996,0.104999999999996,0.426999999999996,0.689999999999996,0.011999999999996,0.274999999999996,0.596999999999996
