##,###,4,6,1,3,5,7,2,4,6,1,3,5,7,2,4,6,1,3,5,7
95,95,0.776999999999999,0.039999999999999,0.361999999999999,0.624999999999999,0.946999999999999,0.209999999999999,0.531999999999999,1.777,1.04,1.362,1.625,1.947,1.21,1.532,2.777,2.04,2.362,2.625,2.947,2.21
96,96,0.039999999999999,0.361999999999999,0.624999999999999,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,1.04,1.362,1.625,1.947,1.21,1.532,1.795,2.04,2.362,2.625,2.947,2.21,2.532
97,97,0.039999999999999,0.361999999999999,0.624999999999999,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,1.04,1.362,1.625,1.947,1.21,1.532,1.795,2.04,2.362,2.625,2.947,2.21,2.532
98,98,0.361999999999999,0.624999999999999,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,1.362,1.625,1.947,1.21,1.532,1.795,1.117,2.362,2.625,2.947,2.21,2.532,2.795
99,99,0.361999999999999,0.624999999999999,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,1.362,1.625,1.947,1.21,1.532,1.795,1.117,2.362,2.625,2.947,2.21,2.532,2.795
100,100,0.624999999999999,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,1.625,1.947,1.21,1.532,1.795,1.117,1.38,2.625,2.947,2.21,2.532,2.795,2.117
101,101,0.624999999999999,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,1.625,1.947,1.21,1.532,1.795,1.117,1.38,2.625,2.947,2.21,2.532,2.795,2.117
102,102,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,1.947,1.21,1.532,1.795,1.117,1.38,1.702,2.947,2.21,2.532,2.795,2.117,2.38
103,103,0.946999999999999,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,1.947,1.21,1.532,1.795,1.117,1.38,1.702,2.947,2.21,2.532,2.795,2.117,2.38
104,104,0.209999999999999,0.531999999999999,0.794999999999999,0.116999999999999,0.379999999999999,0.701999999999999,0.964999999999999,1.21,1.532,1.795,1.117,1.38,1.702,1.965,2.21,2.532,2.795,2.117,2.38,2.702
